track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_image_url,album_image_url,artist_image_url_valid,album_image_url_valid
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,https://i.scdn.co/image/ab67616d0000b2738b6204ac018967b6388c703d,True,True
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,,,False,False
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,True,True
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,,https://i.scdn.co/image/ab67616d0000b27360036f58bbb4b25a7a6f2712,False,True
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,,,False,False
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,https://i.scdn.co/image/ab6761610000e5ebc6f1d44557a4c7fe7518f29a,https://i.scdn.co/image/ab67616d0000b27369ef026d3963eebdcef570a1,True,True
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,https://i.scdn.co/image/ab6761610000e5eb93d059c11c6744bf76ada1e3,https://i.scdn.co/image/ab67616d0000b2733098c022f4ffe7065e033451,True,True
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,,True,False
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,,True,False
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97,,True,False
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28,https://i.scdn.co/image/ab67616d0000b273f6cda6c81dd1c2d5783fbd2d,True,True
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,https://i.scdn.co/image/ab6761610000e5ebb3d8cd43a716a031fe7e1ab6,,True,False
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,https://i.scdn.co/image/ab67616d0000b27308779bde4ae1e4010f9dcf61,https://i.scdn.co/image/ab67616d0000b2738ba3be7e80d9584467113f4a,True,True
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,https://i.scdn.co/image/ab6761610000e5eb4ad532b705df9f1a8b3fe314,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,True,True
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,,,False,False
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,,True,False
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,,,False,False
The Business,TiÃ¯Â¿Â½Ã¯Â¿,1,2020,1,1,14311,0,1062345656,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,,,False,False
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,True,True
I WANNA BE YOUR SLAVE,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1,2021,3,19,4873,0,851070493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,,,False,False
Vai LÃ¯Â¿Â½Ã¯Â¿Â½ Em Casa ,"MarÃ¯Â¿Â½Ã¯Â¿Â½lia MendonÃ¯Â¿Â½Ã¯Â¿Â½a, George Henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,,,False,False
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,https://i.scdn.co/image/ab6761610000e5eb0c6952f39ba680489149a54c,https://i.scdn.co/image/ab67616d0000b273b4065df00eb93304f9949033,True,True
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,https://i.scdn.co/image/ab6761610000e5eb871222ecd8d50f1efa64bcb8,https://i.scdn.co/image/ab67616d0000b273b0d2119e477ebbb543f19ed7,True,True
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,,https://i.scdn.co/image/ab67616d0000b27313f54ffbe6457c912fd82bcb,False,True
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,,,False,False
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,https://i.scdn.co/image/ab67616d0000b2730472733b924bb5bffa468799,,True,False
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,https://i.scdn.co/image/ab6761610000e5eb85563828c7493e4edf175379,https://i.scdn.co/image/ab67616d0000b273884191ee14cb1967dfbd3728,True,True
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,True,True
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,True,True
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,https://i.scdn.co/image/ab6761610000e5eb7adb7ea9396861e5df517df9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,True,True
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,,,False,False
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,https://i.scdn.co/image/ab6761610000e5eb0654e511623cba4e0e9e2f0c,https://i.scdn.co/image/ab67616d0000b273e81fd3b9a7230db447f38182,True,True
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,,True,False
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,https://i.scdn.co/image/ab6761610000e5ebe61da00cc3795e12aa732516,https://i.scdn.co/image/ab67616d0000b273b20a957fb0415aedac89d30a,True,True
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,True,True
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,https://i.scdn.co/image/ab67616d0000b2733c041e53cb5c38b6de03e758,True,True
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,,,False,False
CÃ¯Â¿Â½Ã¯Â¿Â½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,https://i.scdn.co/image/ab6761610000e5eba0881fe672e4e39f9ec0a9e0,,True,False
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,8,2,0,77,G,Major,73,54,74,23,0,41,23,,https://i.scdn.co/image/ab67616d0000b273aa597e50829169e6994eb403,False,True
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,https://i.scdn.co/image/ab6761610000e5eb8bbb776368161a8258cbca3a,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,True,True
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,https://i.scdn.co/image/ab67616d0000b273c58698d14b372d042b6eeb05,True,True
QuÃ¯Â¿Â½Ã¯Â¿Â½ MÃ¯Â¿Â½Ã¯Â¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,,,False,False
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,https://i.scdn.co/image/ab6761610000e5eb01784e44ffd1a339350f4417,https://i.scdn.co/image/ab67616d0000b2733e186705fd0e5565eec92813,True,True
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,160,117,C#,Major,52,73,91,0,0,11,7,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b,,True,False
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,https://i.scdn.co/image/ab6761610000e5ebc8a40bcac0c737c6abc5b628,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,True,True
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,,,False,False
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,0,0,0,94,C#,Major,52,68,69,13,0,33,8,,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,False,True
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,0,4,23,0,0,145,G#,Major,41,65,88,0,0,26,5,https://i.scdn.co/image/ab67616d0000b2730472733b924bb5bffa468799,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,True,True
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,,,False,False
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a,https://i.scdn.co/image/ab67616d0000b273b5afbb03b8119a4f7360a20f,True,True
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,https://i.scdn.co/image/ab6761610000e5eb8665a74333bb3ca3fde5c06a,,True,False
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,,,False,False
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97,https://i.scdn.co/image/ab67616d0000b2733d71acea7817007ee3c5b8fb,True,True
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,,,False,False
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,https://i.scdn.co/image/ab6761610000e5eb8665a74333bb3ca3fde5c06a,,True,False
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,,,False,False
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,True,True
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,False,True
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,https://i.scdn.co/image/ab6761610000e5ebbedf3bdf589da06d1567196c,,True,False
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,,,False,False
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77,https://i.scdn.co/image/ab67616d0000b273ae7b1530cdba86016e5168db,True,True
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny TavÃ¯Â¿Â½Ã¯Â¿Â½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,,,False,False
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,,,False,False
When IÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,,,False,False
EsqueÃ¯Â¿Â½Ã¯Â¿Â½a-Me Se For C,"MarÃ¯Â¿Â½Ã¯Â¿Â½lia MendonÃ¯Â¿Â½Ã¯Â¿Â½a, Maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,,,False,False
MiÃ¯Â¿Â½Ã¯Â¿Â½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,,,False,False
SÃ¯Â¿Â½Ã¯Â¿Â½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,,,False,False
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,,,False,False
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,,,False,False
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,https://i.scdn.co/image/ab6761610000e5eb40a7268dd742e5f63759b960,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,True,True
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,https://i.scdn.co/image/ab6761610000e5eb00123a25f73d91bdead7b1c0,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,True,True
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3,,,False,False
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,,,False,False
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,https://i.scdn.co/image/ab6761610000e5ebd5594e3ae145bbb2c096366d,https://i.scdn.co/image/ab67616d0000b273101337d65122832b36bfc928,True,True
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,,,False,False
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,,https://i.scdn.co/image/ab67616d0000b27340c172c54696d8e6028c019f,False,True
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,https://i.scdn.co/image/ab6761610000e5ebee3123e593174208f9754fab,,True,False
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2,,True,False
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,https://i.scdn.co/image/ab6761610000e5ebe61da00cc3795e12aa732516,https://i.scdn.co/image/ab67616d0000b273b0f397bf8e6e1e62cdefb382,True,True
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,https://i.scdn.co/image/ab6761610000e5eb24452fbff8e0a20ebd6f92b2,,True,False
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,False,True
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,https://i.scdn.co/image/ab6761610000e5ebdfbb3ce9689cd670c2a0d43a,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,True,True
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,,True,False
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,,True,False
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,,,False,False
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,,True,False
"CayÃ¯Â¿Â½Ã¯Â¿Â½ La Noche (feat. Cruz CafunÃ¯Â¿Â½Ã¯Â¿Â½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz CafunÃ¯Â¿Â½Ã¯Â¿Â½, BÃ¯Â¿Â½Ã¯Â¿Â½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,,,False,False
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,,,False,False
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,https://i.scdn.co/image/ab67616d0000b273ff944a91a510e9a85d891f6e,,True,False
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f,False,True
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,https://i.scdn.co/image/ab6761610000e5eb659c5094f83939153e30933b,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa,True,True
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,,True,False
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,,,False,False
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,,,False,False
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,https://i.scdn.co/image/ab6761610000e5eb5d10a5bb5f78cd7819cbfad7,,True,False
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,https://i.scdn.co/image/ab6761610000e5eb23c885de4c81852c917608ac,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,True,True
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,,,False,False
ProblemÃ¯Â¿Â½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,,,False,False
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88,False,True
Worst Day,Future,1,2022,2,11,910,0,50746620,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40,https://i.scdn.co/image/ab6761610000e5eb7565b356bc9d9394eefa2ccb,https://i.scdn.co/image/ab67616d0000b2736e3aecefe5941e228481e6de,True,True
Malvada,ZÃ¯Â¿Â½Ã¯Â¿Â½ Fe,1,2022,1,28,601,0,154119539,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,,,False,False
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,https://i.scdn.co/image/ab6761610000e5ebcf6fe31cd504d31909f25c64,,True,False
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,https://i.scdn.co/image/ab6761610000e5ebbb82fe79790938e56bb4c3a3,https://i.scdn.co/image/ab67616d0000b2730c8e9ad173d90a530c8b8062,True,True
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b273618268c73c6f1a544a648109,True,True
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,,True,False
Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,https://i.scdn.co/image/ab6761610000e5eb7f5cc432c9c109248ebec1ac,https://i.scdn.co/image/ab67616d0000b273573b159a005e396b32a9d4b3,True,True
Mal Feito - Ao Vivo,"MarÃ¯Â¿Â½Ã¯Â¿Â½lia MendonÃ¯Â¿Â½Ã¯Â¿Â½a, Hugo & G",2,2022,1,14,971,2,291709698,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7,,,False,False
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,,True,False
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,False,True
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f,,True,False
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24,https://i.scdn.co/image/ab67616d0000b273ff944a91a510e9a85d891f6e,,True,False
SeÃ¯Â¿Â½Ã¯Â¿Â½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,,,False,False
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada,,True,False
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,,True,False
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,,,False,False
